regions,tech,life,life_notes
TO,RESBDGSATNewSHHEP___STDGEO_23,15,ResidentialBuildingSingle AttachedNewSpace HeatingHeat PumpStandard EfficiencyGeothermal2023
TO,RESBDGAPAOldSHHEP___HIGGEO_23M,200,
TO,RESBDGAPAOldSHHEP___ESRGEO_23M,200,
TO,RESBDGAPAOldSHHEP___STDGEO_23M,200,
TO,RESBDGAPANewSHHEP___HIGGEO_23M,200,
TO,RESBDGAPANewSHHEP___ESRGEO_23M,200,
TO,RESBDGAPANewSHHEP___STDGEO_23M,200,
TO,RESBDGSDEOldSHHEP___HIGGEO_23M,200,
TO,RESBDGSDEOldSHHEP___ESRGEO_23M,200,
TO,RESBDGSDEOldSHHEP___STDGEO_23M,200,
TO,RESBDGSDENewSHHEP___HIGGEO_23M,200,
TO,RESBDGSDENewSHHEP___ESRGEO_23M,200,
TO,RESBDGSDENewSHHEP___STDGEO_23M,200,
TO,RESBDGSATOldSHHEP___HIGGEO_23M,200,
TO,RESBDGSATOldSHHEP___ESRGEO_23M,200,
TO,RESBDGSATOldSHHEP___STDGEO_23M,200,
TO,RESBDGSATNewSHHEP___HIGGEO_23M,200,
TO,RESBDGSATNewSHHEP___ESRGEO_23M,200,
TO,RESBDGSATNewSHHEP___STDGEO_23M,200,
TO,RESBDGAPAOldSCZTM___STDETHOS_23,30,ResidentialBuildingApartmentsOldSpace CoolingZero Thermal MeasureStandard Efficiency2023
TO,RESBDGAPANewSCZTM___STDETHOS_23,30,ResidentialBuildingApartmentsNewSpace CoolingZero Thermal MeasureStandard Efficiency2023
TO,RESBDGSDEOldSCZTM___STDETHOS_23,30,ResidentialBuildingSingle DetachedOldSpace CoolingZero Thermal MeasureStandard Efficiency2023
TO,RESBDGSDENewSCZTM___STDETHOS_23,30,ResidentialBuildingSingle DetachedNewSpace CoolingZero Thermal MeasureStandard Efficiency2023
TO,RESBDGSATOldSCZTM___STDETHOS_23,30,ResidentialBuildingSingle AttachedOldSpace CoolingZero Thermal MeasureStandard Efficiency2023
TO,RESBDGSATNewSCZTM___STDETHOS_23,30,ResidentialBuildingSingle AttachedNewSpace CoolingZero Thermal MeasureStandard Efficiency2023
